UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
루나이모,@myoungjin25,2021-08-05T23:59:35.000Z,"루나이모
@myoungjin25
·
Aug 5","빨래 기다리면 책 읽기 좋은 아침.
전국 빨래방 뭐 하고 있죠? 전설 한 권씩 준비 하세요.
#이웃집퀴어이반지하 #문학동네#3쇄#이제시작이다 #수학정석처럼#1인1책 @워시엔조이 마포연남점 https://instagram.com/p/CSNkfP8JEtl/?utm_medium=twitter…
2",,,,2,[],https://twitter.com/myoungjin25/status/1423433534384050176
3마리의 댕댕이 집사 쯔리링♡,@zzringring,2021-08-05T23:58:11.000Z,"3마리의 댕댕이 집사 쯔리링♡
@zzringring
·
Aug 5","우리집 아가들 털밀었당~ 시원해보이는구마잉~♡
3",,,,3,"['https://pbs.twimg.com/media/E8EM644UUAQ-A31?format=jpg&name=small', 'https://pbs.twimg.com/media/E8EM7aqVEAE2kOD?format=jpg&name=small', 'https://pbs.twimg.com/media/E8EM7z5VEAMWHUP?format=jpg&name=360x360']",https://twitter.com/zzringring/status/1423433181349380099
종호,@BEMANI_kjh,2021-08-05T23:56:07.000Z,"종호
@BEMANI_kjh
·
Aug 5","하하하
2
2",,2,,2,['https://pbs.twimg.com/media/E8EMcpcVIAAd2KW?format=jpg&name=small'],https://twitter.com/BEMANI_kjh/status/1423432661192744960
매듭달스물엿새,@dec_26th,2021-08-05T23:53:13.000Z,"매듭달스물엿새
@dec_26th
·
Aug 5","어휴^^….
할많하않

이정도면 애교로 보고 그냥 품는다.. (긔찮

그래도 너네는 옙버 
The following media includes potentially sensitive content. Change settings
View",🌙 😗 💜,,,,[],https://twitter.com/dec_26th/status/1423431932117803011
니나노,@hanscosmetic,2021-08-05T23:53:12.000Z,"니나노
@hanscosmetic
·
Aug 5","오늘의 출근송은 서태지!
조쿠만",,,,,[],https://twitter.com/hanscosmetic/status/1423431930138165250
푸른늑대,@ksh110923,2021-08-05T23:53:07.000Z,"푸른늑대
@ksh110923
·
Aug 5","정치에는 최선이 없음.
차악정도 막으면 국민들이 위대한 것.
1",,,,1,[],https://twitter.com/ksh110923/status/1423431906717167616
4̴͔̮͆4̶̙̞́͝7̵̩̅7̵̭̤̽͊7̷̠͌ ̷̗͌̑ ̸͇́̈́͜Ṅ̵̹̠̚Ỳ̷̱͗H̵̐,@NYHfofo,2021-08-05T23:52:25.000Z,"4̴͔̮͆4̶̙̞́͝7̵̩̅7̵̭̤̽͊7̷̠͌ ̷̗͌̑ ̸͇́̈́͜Ṅ̵̹̠̚Ỳ̷̱͗H̵̐
@NYHfofo
·
Aug 5","Rt)) 저게 좀 어려운 게.
연하의 여자가 아저씨한테 ""누님."" 소리 듣는 걸 원할지 모르겠다.

연하의 남자가 아저씨한테 ""형님."" 소리 듣는 건 살짝 부담스럽지만 특수한 경우가 아니면 좋아하지만, 여자 측 입장을 나는 모르니까.
1",,1,,,[],https://twitter.com/NYHfofo/status/1423431732418670594
Henrietta,@kasadonna,2021-08-05T23:45:19.000Z,"Henrietta
@kasadonna
·
Aug 5","Wishing I could go out 
1",💜 ✨,,,1,['https://pbs.twimg.com/media/E8EJ_QnUYAAAbE2?format=jpg&name=small'],https://twitter.com/kasadonna/status/1423429942524583936
"柳道鉉(DH Ryu),備飛道鉉",@BBdohyun200,2021-08-05T23:44:13.000Z,"柳道鉉(DH Ryu),備飛道鉉
@BBdohyun200
·
Aug 5","한미연합 훈련21을 응원지지하며~ 지난번에 못한것까지 채워서, 내년 대선선거때까지 확실히 해주시길 진심으로 당부드립니다~^^ 
@Seoul
, Korea https://instagram.com/p/CSNiup7hWire2a_d30Tz8DHhIGI_xhp1TelQS00/?utm_medium=twitter…",,,,,[],https://twitter.com/BBdohyun200/status/1423429665855729669
코코아,@_Hoto_Cocoa_,2021-08-05T23:43:27.000Z,"코코아
@_Hoto_Cocoa_
·
Aug 5","밸붕 논란이네 논란 맞네 ㅋㅋㅋ
인티 The Hill
@instiz
 · Aug 5
요즘 논란중인 월 890 백수 vs 월 370 직장인 https://instiz.net/pt/7010143
1",🏠,1,,,"['https://pbs.twimg.com/profile_images/1416412661059710978/1IE9pp8e_mini.jpg', 'https://pbs.twimg.com/media/E8B8DkEUUAgY8F8?format=jpg&name=small']",https://twitter.com/_Hoto_Cocoa_/status/1423429475111342085
마음챙김,@lovelydorrit,2021-08-05T23:37:55.000Z,"마음챙김
@lovelydorrit
·
Aug 5","송영길이 반정부질을 아무리 해도 탄핵시계는 갑니다. 탄핵일까지 D-88일 입니다.
2
185
170",,2,185,170,['https://pbs.twimg.com/media/E8EITHqVkAUCjWT?format=jpg&name=small'],https://twitter.com/lovelydorrit/status/1423428083898486785
Noah,@nobe0716,2021-08-05T23:33:30.000Z,"Noah
@nobe0716
·
Aug 5","문명 신작 언제 나오려나
1",,,,1,[],https://twitter.com/nobe0716/status/1423426970440724486
自由之鹰,@QmPoppdjK7pvyRm,2021-08-05T23:32:07.000Z,"自由之鹰
@QmPoppdjK7pvyRm
·
Aug 5",1989，6·4大屠杀！,🦅,,,,"['https://pbs.twimg.com/media/E8EG98cUcAUplft?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E8EG98cUcAYFY9s?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E8EG98dVUAAxLKt?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E8EG99jVkAUGrqC?format=jpg&name=360x360']",https://twitter.com/QmPoppdjK7pvyRm/status/1423426624431685634
이현석 Hyunseok Lee,@smartbosslee,2021-08-05T23:29:36.000Z,"이현석 Hyunseok Lee
@smartbosslee
·
Aug 5","지지파파 - 끝무렵
지금 SOMESING에서 이 노래의 듀엣을 완성해보세요! https://ssx.page.link/f4qh
ㅋㅋ 같이 한 곡 땡기시죠~
끝무렵 by 지지파파
SOMESING - 내 손안의 Studio 노래방
ssx.page.link",,,,,['https://pbs.twimg.com/card_img/1436645473801031682/ZyGW4WmY?format=jpg&name=360x360'],https://twitter.com/smartbosslee/status/1423425989640478721
이준규,@smilejjun,2021-08-05T23:27:19.000Z,"이준규
@smilejjun
·
Aug 5",방금 사진을 게시했습니다 @잠실 제1수영장 (Jamsil Swimming Pool) https://instagram.com/p/CSNgy1op0EN/?utm_medium=twitter…,,,,,[],https://twitter.com/smilejjun/status/1423425412663754754
Noah,@nobe0716,2021-08-05T23:27:08.000Z,"Noah
@nobe0716
·
Aug 5","예전엔 대충 살아도 굴러갔던 몸이 이젠 뭐 하나 잘못 먹었다 하면 신호를 보낸다
3",,,,3,[],https://twitter.com/nobe0716/status/1423425366786379778
즐거운라라𝑩𝒖𝒕𝒕𝒆𝒓,@znzl3908,2021-08-05T23:26:57.000Z,"즐거운라라𝑩𝒖𝒕𝒕𝒆𝒓
@znzl3908
·
Aug 5","휴..나의 *톡 프사는 온통 방탄 아니면 최애 정구기 아주 오랜만에 언니 한분이 전화가 왔다 아픈곳 괜찮냐며..그리고..아들이 잘 컸다며 사진 보았다고 잘생겼다며..한참을 웃었다 ㅎㅎ 나도 내 아들이길 가끔 생각은 해본다#MTVHottest BTS 
@BTS_twt
3
2
22",🐰 🧈 😊 😀,3,2,22,['https://pbs.twimg.com/media/E8EFyBoVoAIIAdH?format=jpg&name=900x900'],https://twitter.com/znzl3908/status/1423425321257164800
Goindo칼럼니스트.,@domach1972,2021-08-05T23:23:48.000Z,"Goindo칼럼니스트.
@domach1972
·
Aug 5","강력한 규제로 짧고 굵게 끝낸다더니,확진자수는 좀처럼 수그러 들지않는다.政府의 방역이라곤 거리두기외 다른방역은 없는건가,4단계이상 규제가 뭐있는건가,자영업자 씨를 말리려하나,그놈의 재난지원금은 변죽만 울리며 군불이나 때고있으니,국민에 고통주는 鬼胎정권은 애초에 생기지 말았어야했다
5",,,,5,"['https://pbs.twimg.com/media/E8EFDmnUYAImcTn?format=jpg&name=small', 'https://pbs.twimg.com/media/E8EFDzPVoAMZhwD?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E8EFEKCUYAYP7Hk?format=jpg&name=360x360']",https://twitter.com/domach1972/status/1423424528865062917
장재현,@jaehyun4037,2021-08-05T23:22:25.000Z,"장재현
@jaehyun4037
·
Aug 5","가벼운 유산소로 시작했지만
다리가 풀렸다
1",,,,1,"['https://pbs.twimg.com/media/E8EEvACUUAAwZ61?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E8EEvkHVoAEaY1W?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E8EEvR2VIAAj2or?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E8EEv4xUUAIWmKO?format=jpg&name=360x360']",https://twitter.com/jaehyun4037/status/1423424180276531209
リナです,@Rinappps,2021-08-05T23:20:05.000Z,"リナです
@Rinappps
·
Aug 5","『【衝撃的な文化の違い】韓国の健康チェックで出されるご馳走』
#アメブロ #食事制限 #韓国生活 #リナです
Rina：【衝撃的な文化の違い】韓国の健康チェックで出されるご馳走
 ブログご訪問ありがとうございます     みなさまおはようございます  30代になってから年に一度の健康チェックを受けるようになったのですが 1…
ameblo.jp",😊 😊 ☺,,,,['https://pbs.twimg.com/card_img/1438315606063783940/KIYMysq6?format=jpg&name=small'],https://twitter.com/Rinappps/status/1423423596156706819
진수,@jinsoogood,2021-08-05T23:17:59.000Z,"진수
@jinsoogood
·
Aug 5","오늘만 출근하면 3일 쉰다! ㅋㅋㅋ
1
1
23",,1,1,23,['https://pbs.twimg.com/media/E8EDqzMVcAIN4lT?format=jpg&name=small'],https://twitter.com/jinsoogood/status/1423423065875116035
Lex,@claribabes,2021-08-05T23:05:50.000Z,"Lex
@claribabes
·
Aug 5","Search “tree” in your photos 

Jeju in autumn 
𝘽𝙍𝙊
@brotaminz
 · Aug 5
Search “tree” in your photos  twitter.com/notkingdeficit…
1
22
84",🥰,1,22,84,"['https://pbs.twimg.com/media/E8EA84IVcAQXDAV?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1425447021285023746/2GBepKWi_mini.jpg', 'https://pbs.twimg.com/media/E8D9hz-VcAA9X_4?format=jpg&name=240x240']",https://twitter.com/claribabes/status/1423420009796161536
Paul B,@ParkbjPaul,2021-08-05T23:05:35.000Z,"Paul B
@ParkbjPaul
·
Aug 5","윤석열 '마이웨이' 행보에.. '부글부글' 검증 벼르는 이준석 | 다음 뉴스
The following media includes potentially sensitive content. Change settings
View",,,,,[],https://twitter.com/ParkbjPaul/status/1423419945262600193
avellaneda,@solbarradas,2021-08-05T23:05:08.000Z,"avellaneda
@solbarradas
·
Aug 5","Dos meses, seis años.. pero siempre vuelven
1",,,,1,[],https://twitter.com/solbarradas/status/1423419831752085512
kontrajelly,@kontrajelly,2021-08-05T23:04:00.000Z,"kontrajelly
@kontrajelly
·
Aug 5","오늘 콘젤 공연이 일어나고 있습니다! 

7:30분 부터 공연 시작~! 

방역 안전 수칙을 지키면서 현장 입장 가능!
8
5
8",,8,5,8,['https://pbs.twimg.com/media/E8EAhxRVIAAEcH6?format=jpg&name=small'],https://twitter.com/kontrajelly/status/1423419544895324163
William 심,@w_s_shim,2021-08-05T23:03:39.000Z,"William 심
@w_s_shim
·
Aug 5",유튭 짐종국 따라 운동 했다가 몸살 났음........ 아......,,,,,[],https://twitter.com/w_s_shim/status/1423419458849173505
自由之鹰,@QmPoppdjK7pvyRm,2021-08-05T23:02:06.000Z,"自由之鹰
@QmPoppdjK7pvyRm
·
Aug 5","是啊，好话说尽，坏事做绝，忽悠奴隶做牛马，春蚕到死丝方尽 蜡炬成灰泪始干！
跑路的飒姐在柬埔寨流浪
@asa1688
 · Aug 5
今天让你学学雷锋，明天让你学学焦裕禄，白天让你背背价值观，晚上让你做做中国梦，小时候让你当个接班人，大了让你做个螺丝钉，老了让你成为活愚公，一辈子为党献终生。这就是中共需要的中国人！可是他们却手里抓住权，兜里装满钱，白天讲党性，晚上玩异性，腐败透顶，国之恶梦！
4
8",🦅,,4,8,['https://pbs.twimg.com/profile_images/1396024335199055873/yDnQAU3k_mini.jpg'],https://twitter.com/QmPoppdjK7pvyRm/status/1423419066908221441
Shingeun(ラフィー、香風智乃♡),@laffey_chino,2021-08-05T23:00:56.000Z,"Shingeun(ラフィー、香風智乃♡)
@laffey_chino
·
Aug 5",벌써부터 심심해,,,,,[],https://twitter.com/laffey_chino/status/1423418775383150596
Noah,@nobe0716,2021-08-05T22:58:59.000Z,"Noah
@nobe0716
·
Aug 5",하이닉스는 재택 없나,,,,,[],https://twitter.com/nobe0716/status/1423418284469227524
백인철,@inchul1946,2021-08-05T22:55:51.000Z,"백인철
@inchul1946
·
Aug 5","옜말이아니,말이있지시집을갔으면그집귀신이되어라고,정치꾼들형태이곳저곳,핑개없는무덤없다햇지롱,본인이본인을젤잘알아수명다됏단걸,알면서도혹시나해서이핑게저핑게로탈출다른집(당)안거그래봐야쓸모란별로에그지역유권자들이더잘알아,왔다갔다한걸철새라하지,철새정치인들중빛본사람하나있나봐바",,,,,[],https://twitter.com/inchul1946/status/1423417497756180483
ジョン,@ggf1rst,2021-08-05T22:55:32.000Z,"ジョン
@ggf1rst
·
Aug 5","５年前２年間片思いしたあの子は
今まで夢に出る
その時も`この子こそ`あのこ`だ`って
思ってたんだろう
そしてそのずっと前にお互い愛したその子も出る
幸せな夢はあるのに幸せな現実はない
いつ現実は夢になるんだろう",,,,,[],https://twitter.com/ggf1rst/status/1423417417347190788
치유시인/작가/울리.박재하,@parkha1960,2021-08-05T22:54:35.000Z,"치유시인/작가/울리.박재하
@parkha1960
·
Aug 5","https://cafe.naver.com/oh5004/764
#박재하의치매스토리
#홍인실교수
#창의놀이중심프로젝트접근법
The following media includes potentially sensitive content. Change settings
View
1
1",,,1,1,[],https://twitter.com/parkha1960/status/1423417177978273795
Selle Essentials,@selleessentials,2021-08-05T22:53:52.000Z,"Selle Essentials
@selleessentials
·
Aug 5","{WTS |  LFB}
Butter unsealed album but complete inclusions ^^  with POB poster 
 850/album

Comment mine+kng ano gusto nyo hehehe
1
3
10",🏷,1,3,10,"['https://pbs.twimg.com/media/E8D-NcoVcAIfTo6?format=jpg&name=small', 'https://pbs.twimg.com/media/E8D-NcnUYAIwXli?format=jpg&name=small']",https://twitter.com/selleessentials/status/1423416996440403969
흔적 남는 민달팽이,@endlessssinking,2021-08-05T22:49:01.000Z,"흔적 남는 민달팽이
@endlessssinking
·
Aug 5",휴..돈 없는데 사고 싶은건 왜 자꾸 생기는걸까…있는 돈 겨우 아껴가면서 이번 달 보내야 하는데 막 향수 옷들…다 사고 싶어져ㅠ흑 심지어 욕실 정리용품들도 싹 다 사야겠단 생각이…,🐌 👀,,,,[],https://twitter.com/endlessssinking/status/1423415775923081216
ジョン,@ggf1rst,2021-08-05T22:47:43.000Z,"ジョン
@ggf1rst
·
Aug 5",いやだ,,,,,[],https://twitter.com/ggf1rst/status/1423415450961014791
백인철,@inchul1946,2021-08-05T22:46:56.000Z,"백인철
@inchul1946
·
Aug 5","해방이듬해태어나서,지금까지정치하는사람들눈여겨봐온결과,그곳당에서용도다데엇기에쓸모없다는것으로패기처분이나마찬가지쓸모없어한쪽으로치우처저있다는걸본인이본인을잘알기에,핑게를데고다른곳으로탈출모색,그러나이런사람들받아드린당서도그순간좋아하면서도차마말은못하고,단몇표도중요하기에",,,,,[],https://twitter.com/inchul1946/status/1423415253702877184
ハムニダ薫,@hamnidak,2021-08-05T22:44:37.000Z,"ハムニダ薫
@hamnidak
·
Aug 5","そりゃ優秀な人材は日本から流出しますわ。
もっちー
@mika_san123
 · Aug 4
すごい求人を見てしまった…「理系大学卒以上(修士、博士が望ましい、専門学校卒でもバイオ系実務経験があれば可)」で時給1350円、上限15万円、しかもフルタイム
Show this thread
1",,,1,,['https://pbs.twimg.com/profile_images/842346018310045697/XR8Qqk9F_mini.jpg'],https://twitter.com/hamnidak/status/1423414667670482948
